"","MapCountry","AgeChild","AgeAdult","AgeOlderAdult"
"2516","Switzerland","No","Yes","Yes"
"2517","France","No","Yes","Yes"
"2518","United States","Yes","Yes","Yes"
"2519","Turkey","No","Yes","Yes"
"2520","France","No","Yes","Yes"
"2521","Greece","No","Yes","Yes"
"2522","Germany","Yes","Yes","Yes"
"2523","Netherlands","No","Yes","Yes"
"2525","Norway","No","Yes","Yes"
"2526","Italy","No","Yes","Yes"
"2527","Germany","No","Yes","Yes"
"2528","Denmark","No","Yes","Yes"
"2529","Georgia","Yes","Yes","No"
"2530","United States","No","Yes","Yes"
"2531","United States","No","Yes","Yes"
"2532","Brazil","No","Yes","Yes"
"2533","France","No","Yes","Yes"
"2534","Brazil","No","Yes","Yes"
"2535","Mexico","Yes","Yes","Yes"
"2536","France","Yes","Yes","Yes"
"2537","United States","No","Yes","Yes"
"2538","France","Yes","Yes","Yes"
"2539","Turkey","No","Yes","Yes"
"2540","Canada","No","Yes","Yes"
"2541","Austria","Yes","Yes","Yes"
"2542","United Kingdom","No","Yes","Yes"
"2543","France","No","Yes","Yes"
"2544","China","No","Yes","Yes"
"2545","United States","No","Yes","Yes"
"2546","Denmark","No","Yes","Yes"
"2547","France","Yes","Yes","Yes"
"2548","Canada","Yes","Yes","Yes"
"2549","France","Yes","Yes","Yes"
"2550","Turkey","No","Yes","Yes"
"2551","Saudi Arabia","Yes","Yes","Yes"
"2552","United Kingdom","No","Yes","Yes"
"2553","France","No","Yes","Yes"
"2554","United States","No","Yes","Yes"
"2555","France","No","Yes","Yes"
"2556","Egypt","No","Yes","No"
"2557","Colombia","No","Yes","Yes"
"2558","France","No","Yes","Yes"
"2560","Egypt","No","Yes","No"
"2561","Israel","Yes","Yes","No"
"2562","United Kingdom","No","Yes","Yes"
"2563","France","Yes","Yes","No"
"2564","China","No","Yes","Yes"
"2565","Germany","No","Yes","Yes"
"2567","France","No","Yes","Yes"
"2568","United States","Yes","No","No"
"2569","United States","No","Yes","Yes"
"2570","Uganda","No","Yes","Yes"
"2571","United States","No","Yes","Yes"
"2572","Germany","No","Yes","Yes"
"2573","Brazil","No","Yes","Yes"
"2574","Italy","No","Yes","Yes"
"2575","Hungary","No","Yes","Yes"
"2576","United States","No","Yes","Yes"
"2577","Brazil","No","Yes","Yes"
"2578","France","No","Yes","Yes"
"2579","United States","No","Yes","Yes"
"2580","Indonesia","No","Yes","No"
"2581","Belgium","No","Yes","Yes"
"2582","United States","No","Yes","Yes"
"2583","Spain","No","Yes","Yes"
"2584","Chile","No","Yes","No"
"2586","France","Yes","Yes","Yes"
"2587","Italy","Yes","Yes","Yes"
"2588","Brazil","No","Yes","Yes"
"2589","United States","No","Yes","Yes"
"2590","Switzerland","No","Yes","Yes"
"2591","France","No","Yes","Yes"
"2593","France","No","Yes","Yes"
"2595","Argentina","Yes","Yes","Yes"
"2596","Turkey","Yes","Yes","Yes"
"2598","Italy","No","Yes","Yes"
"2599","Saudi Arabia","No","Yes","Yes"
"2600","France","No","Yes","Yes"
"2601","United States","No","Yes","Yes"
"2602","Netherlands","No","Yes","Yes"
"2603","France","No","Yes","Yes"
"2604","United States","No","Yes","Yes"
"2605","France","No","Yes","Yes"
"2607","China","No","Yes","Yes"
"2608","France","No","Yes","Yes"
"2609","Austria","No","Yes","Yes"
"2610","Turkey","No","Yes","No"
"2611","Argentina","No","Yes","Yes"
"2612","Brazil","Yes","Yes","Yes"
"2613","United States","No","Yes","Yes"
"2615","France","No","Yes","No"
"2616","China","No","Yes","Yes"
"2617","Spain","No","Yes","Yes"
"2618","Switzerland","No","Yes","Yes"
"2620","Denmark","No","Yes","Yes"
"2621","Canada","Yes","Yes","Yes"
"2623","United States","Yes","Yes","Yes"
"2624","France","No","Yes","Yes"
"2625","Italy","No","Yes","Yes"
"2626","United States","No","Yes","Yes"
"2627","India","No","Yes","Yes"
"2628","France","Yes","Yes","Yes"
"2629","United States","Yes","Yes","Yes"
"2630","France","No","Yes","Yes"
"2631","United States","Yes","Yes","Yes"
"2632","United Kingdom","No","Yes","Yes"
"2633","United States","Yes","Yes","Yes"
"2634","Belgium","Yes","Yes","Yes"
"2636","United States","No","Yes","Yes"
"2637","United States","No","Yes","Yes"
"2638","Canada","No","Yes","Yes"
"2639","Brazil","Yes","Yes","No"
"2640","Italy","No","Yes","Yes"
"2641","France","Yes","Yes","Yes"
"2642","Norway","No","Yes","Yes"
"2643","Argentina","No","Yes","Yes"
"2644","Spain","No","Yes","Yes"
"2645","Spain","No","Yes","Yes"
"2646","United States","No","Yes","Yes"
"2647","Egypt","Yes","Yes","Yes"
"2648","France","No","Yes","Yes"
"2649","Mexico","No","Yes","Yes"
"2650","Pakistan","No","Yes","Yes"
"2651","Georgia","No","Yes","Yes"
"2652","Belgium","No","Yes","Yes"
"2653","United States","No","Yes","Yes"
"2654","Mexico","Yes","Yes","Yes"
"2655","Spain","No","Yes","Yes"
"2656","United States","No","Yes","Yes"
"2657","Australia","Yes","Yes","Yes"
"2658","France","No","Yes","Yes"
"2659","Norway","Yes","Yes","No"
"2660","Belgium","No","Yes","Yes"
"2661","India","No","Yes","Yes"
"2662","Bangladesh","No","Yes","Yes"
"2663","Belgium","No","Yes","Yes"
"2664","France","Yes","Yes","Yes"
"2665","Saudi Arabia","No","Yes","Yes"
"2667","United States","No","Yes","Yes"
"2668","United States","No","Yes","Yes"
"2669","Hungary","No","Yes","Yes"
"2670","Korea, Republic of","No","Yes","Yes"
"2671","France","No","Yes","Yes"
"2672","India","No","Yes","Yes"
"2673","Korea, Republic of","No","Yes","No"
"2674","Canada","No","Yes","Yes"
"2675","Turkey","No","Yes","Yes"
"2677","Chile","No","Yes","Yes"
"2678","France","Yes","Yes","Yes"
"2679","France","No","Yes","Yes"
"2680","United States","No","Yes","Yes"
"2682","Egypt","Yes","Yes","Yes"
"2683","Mexico","No","Yes","Yes"
"2684","United States","No","Yes","Yes"
"2685","China","No","Yes","Yes"
"2686","United States","No","Yes","Yes"
"2687","China","No","Yes","Yes"
"2688","China","Yes","Yes","Yes"
"2689","China","No","Yes","Yes"
"2692","United States","No","Yes","Yes"
"2693","Brazil","No","Yes","Yes"
"2694","Canada","No","Yes","Yes"
"2695","Australia","No","Yes","Yes"
"2696","Greece","No","Yes","Yes"
"2697","United Kingdom","No","Yes","Yes"
"2699","Italy","No","Yes","Yes"
"2700","Peru","No","Yes","Yes"
"2701","Jersey","No","Yes","Yes"
"2702","France","No","Yes","Yes"
"2703","France","No","Yes","Yes"
"2704","Spain","No","Yes","Yes"
"2706","Belgium","No","Yes","Yes"
"2707","France","Yes","Yes","Yes"
"2708","United States","No","Yes","Yes"
"2709","Italy","No","Yes","Yes"
"2710","United States","No","Yes","Yes"
"2711","Sweden","No","Yes","Yes"
"2712","Canada","No","Yes","Yes"
"2713","United States","No","Yes","No"
"2714","Tunisia","No","Yes","Yes"
"2715","Germany","No","Yes","Yes"
"2716","Italy","No","Yes","Yes"
"2717","Egypt","No","Yes","Yes"
"2718","Turkey","No","Yes","No"
"2720","United States","No","Yes","Yes"
"2721","Italy","No","Yes","Yes"
"2722","France","No","Yes","Yes"
"2723","Sweden","No","Yes","Yes"
"2724","United Kingdom","No","Yes","Yes"
"2725","France","No","Yes","Yes"
"2727","France","Yes","Yes","Yes"
"2728","China","Yes","Yes","No"
"2729","France","No","Yes","Yes"
"2730","Spain","Yes","Yes","Yes"
"2731","United States","No","Yes","Yes"
"2732","France","No","Yes","Yes"
"2733","Italy","No","Yes","Yes"
"2734","Brazil","Yes","Yes","Yes"
"2735","Jersey","No","Yes","Yes"
"2736","Bangladesh","Yes","Yes","Yes"
"2737","Qatar","No","Yes","Yes"
"2738","Italy","No","Yes","Yes"
"2739","United Kingdom","No","Yes","Yes"
"2740","France","No","Yes","Yes"
"2741","United States","No","Yes","Yes"
"2742","Canada","No","Yes","Yes"
"2743","China","No","Yes","Yes"
"2745","United States","No","Yes","Yes"
"2747","Switzerland","No","Yes","Yes"
"2748","Italy","No","Yes","Yes"
"2749","Turkey","No","Yes","Yes"
"2751","Belgium","No","Yes","Yes"
"2752","United States","No","Yes","Yes"
"2753","Egypt","No","Yes","Yes"
"2754","Brazil","No","Yes","Yes"
"2755","United States","No","Yes","Yes"
"2756","Egypt","Yes","Yes","Yes"
"2758","France","No","Yes","Yes"
"2759","Germany","No","Yes","Yes"
"2760","France","No","Yes","Yes"
"2761","Sweden","No","Yes","Yes"
"2762","Belgium","Yes","Yes","No"
"2763","Hong Kong","No","Yes","Yes"
"2764","Argentina","No","Yes","Yes"
"2765","Germany","No","Yes","Yes"
"2766","Israel","No","Yes","Yes"
"2767","United States","No","Yes","Yes"
"2768","United States","Yes","Yes","Yes"
"2769","Sweden","No","Yes","Yes"
"2770","Poland","No","Yes","Yes"
"2771","France","No","Yes","Yes"
"2772","United States","No","Yes","Yes"
"2773","Turkey","No","Yes","Yes"
"2774","Canada","Yes","Yes","No"
"2775","Germany","Yes","Yes","Yes"
"2776","Brazil","Yes","Yes","Yes"
"2777","France","No","Yes","No"
"2778","United States","No","Yes","Yes"
"2779","France","No","Yes","Yes"
"2781","Brazil","No","Yes","Yes"
"2782","France","No","Yes","Yes"
"2783","Denmark","No","Yes","Yes"
"2784","Egypt","No","Yes","Yes"
"2785","France","Yes","Yes","Yes"
"2786","United States","No","Yes","Yes"
"2787","United States","No","Yes","Yes"
"2788","China","No","Yes","Yes"
"2789","United States","No","Yes","Yes"
"2790","United States","No","Yes","Yes"
"2791","United States","No","Yes","Yes"
"2792","Egypt","Yes","Yes","Yes"
"2793","Switzerland","Yes","Yes","Yes"
"2794","France","No","Yes","Yes"
"2795","France","No","Yes","Yes"
"2796","Hong Kong","No","Yes","Yes"
"2797","Italy","No","Yes","Yes"
"2798","Germany","Yes","Yes","Yes"
"2799","Turkey","No","Yes","Yes"
"2800","United States","Yes","Yes","Yes"
"2801","Georgia","No","Yes","Yes"
"2802","Turkey","No","Yes","No"
"2803","United States","No","Yes","Yes"
"2806","Mexico","Yes","Yes","Yes"
"2807","Australia","No","Yes","Yes"
"2808","Mali","Yes","Yes","Yes"
"2809","Turkey","No","Yes","Yes"
"2810","Mexico","No","Yes","Yes"
"2813","Germany","No","Yes","Yes"
"2814","United Kingdom","No","Yes","No"
"2815","France","No","Yes","Yes"
"2816","France","No","Yes","Yes"
"2817","United States","No","Yes","Yes"
"2818","France","No","Yes","Yes"
"2819","Germany","No","Yes","Yes"
"2820","United States","No","Yes","Yes"
"2821","France","No","Yes","Yes"
"2824","Belgium","No","Yes","Yes"
"2825","China","No","Yes","Yes"
"2826","France","No","Yes","Yes"
"2827","Georgia","No","Yes","Yes"
"2829","Russian Federation","No","Yes","Yes"
"2830","United Kingdom","No","Yes","Yes"
"2831","China","No","Yes","Yes"
"2832","Argentina","Yes","Yes","Yes"
"2833","Belgium","No","Yes","Yes"
"2834","Spain","No","Yes","Yes"
"2835","France","No","Yes","Yes"
"2836","France","No","Yes","Yes"
"2838","Switzerland","No","Yes","Yes"
"2839","Switzerland","No","Yes","Yes"
"2840","United States","No","Yes","Yes"
"2841","United States","No","Yes","Yes"
"2842","Germany","No","Yes","Yes"
"2843","France","No","Yes","Yes"
"2844","Indonesia","No","Yes","No"
"2845","Germany","No","Yes","Yes"
"2846","Pakistan","Yes","Yes","Yes"
"2847","United States","No","Yes","Yes"
"2848","Chile","No","Yes","Yes"
"2850","Italy","No","Yes","Yes"
"2851","United States","No","Yes","No"
"2852","Denmark","No","Yes","Yes"
"2853","Brazil","No","Yes","Yes"
"2854","Brazil","No","Yes","Yes"
"2855","France","No","Yes","Yes"
"2856","Turkey","Yes","Yes","Yes"
"2857","Israel","No","Yes","Yes"
"2858","Australia","No","Yes","Yes"
"2859","Iran, Islamic Republic of","Yes","Yes","Yes"
"2860","Egypt","No","Yes","Yes"
"2861","France","No","Yes","Yes"
"2862","China","No","Yes","Yes"
"2863","United Kingdom","No","Yes","Yes"
"2864","Turkey","No","Yes","Yes"
"2865","China","Yes","Yes","Yes"
"2866","Denmark","No","Yes","Yes"
"2867","Colombia","No","Yes","Yes"
"2868","Ethiopia","Yes","Yes","Yes"
"2869","Argentina","No","Yes","Yes"
"2870","Argentina","No","Yes","Yes"
"2871","France","Yes","Yes","Yes"
"2872","United States","No","Yes","Yes"
"2873","Canada","No","Yes","Yes"
"2874","Italy","No","Yes","Yes"
"2875","Turkey","No","Yes","Yes"
"2876","United States","No","Yes","Yes"
"2877","France","No","Yes","Yes"
"2878","Turkey","No","Yes","Yes"
"2879","United States","No","Yes","Yes"
"2880","Russian Federation","No","Yes","Yes"
"2881","United Kingdom","Yes","Yes","Yes"
"2882","Colombia","No","Yes","No"
"2884","Chile","No","Yes","Yes"
"2885","Argentina","Yes","Yes","Yes"
"2886","Canada","Yes","No","No"
"2888","France","No","Yes","Yes"
"2889","United States","No","Yes","Yes"
"2890","Belgium","No","Yes","No"
"2891","Brazil","No","Yes","Yes"
"2892","Brazil","No","Yes","Yes"
"2894","Austria","No","Yes","Yes"
"2895","France","Yes","Yes","Yes"
"2896","France","No","Yes","Yes"
"2897","France","No","Yes","Yes"
"2899","France","No","Yes","Yes"
"2900","Ecuador","No","Yes","Yes"
"2901","Israel","No","Yes","Yes"
"2902","France","Yes","No","No"
"2903","France","No","Yes","Yes"
"2904","Argentina","No","Yes","Yes"
"2905","United Kingdom","No","Yes","Yes"
"2906","Brazil","No","Yes","Yes"
"2907","Denmark","No","Yes","Yes"
"2908","Sweden","No","Yes","Yes"
"2909","Spain","No","Yes","Yes"
"2911","United Kingdom","No","Yes","Yes"
"2913","Canada","Yes","Yes","Yes"
"2914","United States","No","Yes","Yes"
"2915","Turkey","No","Yes","Yes"
"2916","Korea, Republic of","No","Yes","No"
"2917","Pakistan","No","Yes","Yes"
"2918","Mexico","No","Yes","Yes"
"2919","Italy","No","Yes","Yes"
"2920","Norway","No","Yes","Yes"
"2921","Brazil","Yes","Yes","Yes"
"2922","Qatar","No","Yes","Yes"
"2923","United States","Yes","Yes","Yes"
"2925","France","No","Yes","Yes"
"2926","Spain","No","Yes","Yes"
"2927","United States","Yes","Yes","Yes"
"2928","United States","No","Yes","Yes"
"2929","Norway","No","Yes","Yes"
"2930","France","Yes","Yes","Yes"
"2931","United States","No","Yes","Yes"
"2932","United States","No","Yes","Yes"
"2933","Switzerland","No","Yes","Yes"
"2934","United States","Yes","Yes","Yes"
"2935","United States","No","Yes","Yes"
"2936","France","Yes","Yes","Yes"
"2937","United States","No","Yes","Yes"
"2938","Jersey","No","Yes","Yes"
"2939","United Kingdom","No","Yes","Yes"
"2940","United States","No","Yes","Yes"
"2941","Colombia","No","Yes","Yes"
"2942","Poland","Yes","Yes","Yes"
"2943","Denmark","Yes","No","No"
"2944","Denmark","No","Yes","Yes"
"2945","Georgia","No","Yes","Yes"
"2946","Italy","No","Yes","Yes"
"2947","France","Yes","Yes","Yes"
"2948","Belgium","No","Yes","No"
"2949","United States","Yes","Yes","Yes"
"2950","United States","No","Yes","Yes"
"2951","Italy","No","Yes","Yes"
"2952","France","No","Yes","Yes"
"2953","Spain","No","Yes","Yes"
"2954","Singapore","No","Yes","Yes"
"2955","United States","No","Yes","Yes"
"2956","Austria","Yes","Yes","Yes"
"2958","United States","No","Yes","Yes"
"2959","Turkey","No","Yes","No"
"2960","Brazil","No","Yes","Yes"
"2961","United States","No","Yes","Yes"
"2962","Norway","No","Yes","Yes"
"2963","Spain","No","Yes","Yes"
"2964","United States","No","Yes","Yes"
"2965","China","No","Yes","Yes"
"2966","China","No","Yes","Yes"
"2967","United Kingdom","No","Yes","Yes"
"2968","Brazil","Yes","Yes","Yes"
"2969","United States","No","Yes","Yes"
"2970","United States","No","Yes","Yes"
"2971","United States","No","Yes","Yes"
"2972","France","No","Yes","Yes"
"2973","China","No","Yes","Yes"
"2974","France","No","Yes","Yes"
"2975","United States","No","Yes","Yes"
"2976","Georgia","No","Yes","Yes"
"2977","China","No","Yes","Yes"
"2978","France","Yes","Yes","Yes"
"2979","Germany","No","Yes","Yes"
"2980","United States","No","Yes","Yes"
"2981","Rwanda","No","Yes","No"
"2982","United Kingdom","Yes","Yes","Yes"
"2983","Austria","No","Yes","Yes"
"2984","United States","No","Yes","Yes"
"2985","Netherlands","Yes","No","No"
"2988","United States","No","Yes","Yes"
"2989","Egypt","No","Yes","Yes"
"2990","Italy","Yes","Yes","Yes"
"2991","United Kingdom","No","Yes","Yes"
"2992","United Kingdom","Yes","Yes","Yes"
"2993","Mali","No","Yes","Yes"
"2994","France","No","Yes","Yes"
"2996","Jersey","No","Yes","Yes"
"2997","United States","Yes","Yes","Yes"
"2998","United Kingdom","Yes","Yes","Yes"
"2999","Switzerland","No","Yes","Yes"
"3000","United States","No","Yes","Yes"
"3001","Spain","No","Yes","Yes"
"3002","Sweden","No","Yes","Yes"
"3004","United States","No","Yes","Yes"
"3005","United States","No","Yes","Yes"
"3006","United States","No","Yes","Yes"
"3007","United States","No","Yes","Yes"
"3008","United States","Yes","Yes","Yes"
"3009","Switzerland","No","Yes","Yes"
"3010","France","No","Yes","Yes"
"3011","China","No","Yes","Yes"
"3012","United Kingdom","No","Yes","Yes"
"3013","Germany","No","Yes","Yes"
"3014","China","No","Yes","Yes"
"3015","Italy","No","Yes","Yes"
"3016","France","Yes","Yes","Yes"
"3017","Oman","No","Yes","Yes"
"3018","France","No","Yes","Yes"
"3019","United States","No","Yes","Yes"
"3020","Brazil","No","Yes","Yes"
"3021","United Kingdom","No","Yes","Yes"
"3022","New Zealand","No","Yes","Yes"
"3023","Pakistan","No","Yes","No"
"3024","France","No","Yes","Yes"
"3025","Philippines","No","Yes","Yes"
"3026","United States","No","Yes","Yes"
"3027","Mexico","No","Yes","Yes"
"3028","Belgium","No","Yes","Yes"
"3029","Iran, Islamic Republic of","No","Yes","Yes"
"3030","Iraq","No","Yes","Yes"
"3031","Guinea","No","Yes","Yes"
"3032","France","Yes","Yes","Yes"
"3033","Israel","No","Yes","Yes"
"3035","Spain","No","Yes","Yes"
"3036","Turkey","No","Yes","Yes"
"3037","Italy","No","Yes","Yes"
"3039","Turkey","No","Yes","Yes"
"3040","France","Yes","Yes","Yes"
"3041","France","Yes","Yes","Yes"
"3042","United Kingdom","No","Yes","Yes"
"3043","Indonesia","No","Yes","Yes"
"3044","United States","No","Yes","Yes"
"3045","Hungary","No","Yes","Yes"
"3046","Turkey","No","Yes","No"
"3047","United States","No","Yes","Yes"
"3048","Poland","No","Yes","Yes"
"3049","Denmark","Yes","Yes","Yes"
"3050","United States","Yes","Yes","Yes"
"3051","United States","No","Yes","Yes"
"3052","United States","No","Yes","Yes"
"3053","France","No","Yes","Yes"
"3054","Spain","Yes","Yes","Yes"
"3055","China","No","Yes","Yes"
"3056","Russian Federation","No","Yes","Yes"
"3057","Jersey","No","Yes","Yes"
"3058","Turkey","Yes","Yes","Yes"
"3059","Italy","No","Yes","Yes"
"3060","Japan","No","Yes","Yes"
"3061","France","No","Yes","Yes"
"3062","Spain","No","Yes","Yes"
"3064","United Kingdom","No","Yes","Yes"
"3065","Jersey","No","Yes","Yes"
"3066","China","No","Yes","No"
"3067","Malaysia","Yes","Yes","Yes"
"3068","Germany","No","Yes","Yes"
"3069","United States","No","Yes","Yes"
"3070","Canada","Yes","Yes","Yes"
"3071","Canada","No","Yes","Yes"
"3072","Malaysia","No","Yes","Yes"
"3074","France","No","Yes","Yes"
"3075","United Kingdom","No","Yes","Yes"
"3076","Italy","No","Yes","Yes"
"3077","Hong Kong","Yes","Yes","No"
"3078","Thailand","No","Yes","No"
"3079","Egypt","Yes","Yes","Yes"
"3080","Jordan","No","Yes","Yes"
"3081","Turkey","No","Yes","Yes"
"3082","United States","No","Yes","No"
"3083","France","No","Yes","Yes"
"3084","United States","No","Yes","Yes"
"3086","United Kingdom","No","Yes","Yes"
"3087","Norway","No","Yes","Yes"
"3088","Belgium","Yes","Yes","Yes"
"3089","Belarus","No","Yes","Yes"
"3090","Turkey","No","Yes","No"
"3091","Italy","No","Yes","Yes"
"3092","France","No","Yes","Yes"
"3093","Mexico","No","Yes","Yes"
"3094","Italy","No","Yes","Yes"
"3095","Iran, Islamic Republic of","No","Yes","Yes"
"3096","United States","No","Yes","Yes"
"3097","Turkey","No","Yes","Yes"
"3098","China","No","Yes","Yes"
"3099","Turkey","Yes","No","No"
"3100","Israel","No","Yes","Yes"
"3101","France","No","Yes","Yes"
"3102","France","No","Yes","Yes"
"3104","United States","No","Yes","Yes"
"3106","Indonesia","No","Yes","Yes"
"3107","French Guiana","Yes","Yes","Yes"
"3108","Chile","No","Yes","Yes"
"3109","Brazil","No","Yes","Yes"
"3110","United States","No","Yes","No"
"3111","Denmark","No","Yes","Yes"
"3112","United Kingdom","No","Yes","Yes"
"3113","France","No","Yes","Yes"
"3115","United States","Yes","Yes","Yes"
"3117","Ireland","No","Yes","Yes"
"3118","Belgium","Yes","Yes","Yes"
"3119","France","No","Yes","Yes"
"3120","Brazil","No","Yes","Yes"
"3121","United Kingdom","No","Yes","Yes"
"3122","Chile","No","Yes","Yes"
"3123","United States","No","Yes","Yes"
"3124","United States","No","Yes","Yes"
"3125","United States","No","Yes","Yes"
"3126","France","No","Yes","Yes"
"3127","Brazil","No","Yes","Yes"
"3128","United States","No","Yes","Yes"
"3130","Ireland","Yes","Yes","Yes"
"3131","China","No","Yes","Yes"
"3132","Belgium","No","Yes","Yes"
"3134","United States","No","Yes","Yes"
"3135","United States","No","Yes","Yes"
"3136","China","No","Yes","Yes"
"3137","Spain","Yes","Yes","Yes"
"3138","China","Yes","Yes","Yes"
"3139","Mexico","No","Yes","Yes"
"3140","France","No","Yes","Yes"
"3141","Egypt","No","Yes","Yes"
"3142","United States","No","Yes","Yes"
"3143","China","Yes","Yes","Yes"
"3144","France","No","Yes","Yes"
"3145","United Kingdom","No","Yes","Yes"
"3146","Russian Federation","No","Yes","Yes"
"3147","Hong Kong","No","Yes","Yes"
"3148","United States","No","Yes","Yes"
"3149","France","No","Yes","Yes"
"3150","France","No","Yes","Yes"
"3151","Russian Federation","No","Yes","Yes"
"3152","Egypt","Yes","Yes","Yes"
"3153","France","Yes","Yes","No"
"3155","Turkey","No","Yes","Yes"
"3156","France","No","Yes","Yes"
"3157","Mexico","Yes","Yes","Yes"
"3158","France","Yes","Yes","Yes"
"3160","Turkey","No","Yes","No"
"3161","United Kingdom","No","Yes","Yes"
"3162","United States","Yes","Yes","Yes"
"3163","United States","No","Yes","Yes"
"3164","Russian Federation","No","Yes","Yes"
"3165","Italy","No","Yes","Yes"
"3166","Georgia","Yes","Yes","Yes"
"3167","Hong Kong","No","Yes","Yes"
"3168","Niger","No","Yes","Yes"
"3169","Albania","No","Yes","Yes"
"3170","France","No","Yes","Yes"
"3171","Argentina","No","Yes","Yes"
"3172","France","No","Yes","Yes"
"3173","France","No","Yes","Yes"
"3175","United States","No","Yes","Yes"
"3176","China","No","Yes","Yes"
"3177","Sweden","No","Yes","Yes"
"3178","Italy","No","Yes","Yes"
"3179","France","No","Yes","Yes"
"3180","Tunisia","No","Yes","Yes"
"3181","France","No","Yes","Yes"
"3182","United States","No","Yes","Yes"
"3183","United States","No","Yes","Yes"
"3184","United Kingdom","No","Yes","Yes"
"3185","United States","No","Yes","Yes"
"3186","Jersey","No","Yes","Yes"
"3187","United Kingdom","No","Yes","Yes"
"3188","Spain","No","Yes","Yes"
"3189","Belgium","No","Yes","Yes"
"3190","Spain","Yes","Yes","Yes"
"3191","France","No","Yes","Yes"
"3193","Malaysia","No","Yes","No"
"3194","United States","No","Yes","Yes"
"3195","France","No","Yes","Yes"
"3196","Sweden","No","Yes","Yes"
"3197","France","No","Yes","Yes"
"3198","United States","No","Yes","Yes"
"3200","Turkey","No","Yes","Yes"
"3202","Denmark","No","Yes","Yes"
"3203","Italy","No","Yes","Yes"
"3205","Brazil","No","Yes","Yes"
"3206","United States","No","Yes","Yes"
"3207","Malaysia","No","Yes","Yes"
"3208","United States","No","Yes","Yes"
"3209","Turkey","No","Yes","Yes"
"3211","Oman","Yes","Yes","Yes"
"3212","Canada","Yes","Yes","Yes"
"3213","France","No","Yes","Yes"
"3214","France","No","Yes","Yes"
"3215","Germany","No","Yes","Yes"
"3216","Pakistan","No","Yes","Yes"
"3217","United States","No","Yes","Yes"
"3218","China","Yes","Yes","Yes"
"3219","Australia","No","Yes","Yes"
"3220","Italy","No","Yes","Yes"
"3221","Turkey","Yes","No","No"
"3222","Spain","No","Yes","Yes"
"3223","Mexico","No","Yes","Yes"
"3224","Poland","No","Yes","Yes"
"3225","Italy","Yes","Yes","Yes"
"3226","Malaysia","No","Yes","Yes"
"3227","United States","No","Yes","Yes"
"3228","United States","No","Yes","Yes"
"3229","United States","No","Yes","Yes"
"3230","Turkey","No","Yes","Yes"
"3231","United States","No","Yes","Yes"
"3232","Spain","No","Yes","Yes"
"3233","Chile","No","Yes","Yes"
"3234","Portugal","Yes","Yes","No"
"3235","Argentina","Yes","Yes","Yes"
"3236","France","No","Yes","Yes"
"3237","Russian Federation","No","Yes","Yes"
"3238","United Kingdom","No","Yes","Yes"
"3239","Canada","No","Yes","Yes"
"3240","France","No","Yes","Yes"
"3241","Australia","No","Yes","Yes"
"3243","United States","No","Yes","Yes"
"3244","Brazil","No","Yes","Yes"
"3246","France","No","Yes","Yes"
"3247","France","No","Yes","Yes"
"3248","Switzerland","No","Yes","Yes"
"3249","United Kingdom","Yes","No","No"
"3250","Russian Federation","No","Yes","Yes"
"3251","Israel","No","Yes","Yes"
"3252","Greece","Yes","Yes","Yes"
"3253","United States","No","Yes","Yes"
"3254","France","No","Yes","Yes"
"3255","Mali","Yes","Yes","Yes"
"3256","Egypt","No","Yes","Yes"
"3257","Spain","No","Yes","Yes"
"3258","China","No","Yes","Yes"
"3259","France","No","Yes","Yes"
"3260","Pakistan","No","Yes","Yes"
"3261","Argentina","No","Yes","Yes"
"3262","Italy","No","Yes","Yes"
"3263","Brazil","Yes","Yes","Yes"
"3264","Canada","No","Yes","Yes"
"3265","France","No","Yes","Yes"
"3266","France","No","Yes","Yes"
"3267","Italy","Yes","No","No"
"3268","Egypt","No","Yes","Yes"
"3269","United States","No","Yes","Yes"
"3270","Italy","No","Yes","Yes"
"3271","France","No","Yes","Yes"
"3272","Mali","No","Yes","Yes"
"3273","Russian Federation","No","Yes","Yes"
"3274","Italy","No","Yes","Yes"
"3275","Switzerland","No","Yes","Yes"
"3276","United States","No","Yes","Yes"
"3277","Spain","No","Yes","Yes"
"3278","Canada","Yes","Yes","Yes"
"3279","United States","No","Yes","Yes"
"3280","Finland","No","Yes","Yes"
"3281","United States","No","Yes","Yes"
"3282","Switzerland","Yes","Yes","Yes"
"3283","Italy","No","Yes","Yes"
"3284","United Kingdom","No","Yes","Yes"
"3285","United States","No","Yes","Yes"
"3286","Italy","Yes","Yes","Yes"
"3287","United States","No","Yes","Yes"
"3288","Puerto Rico","No","Yes","Yes"
"3289","Canada","No","Yes","Yes"
"3290","United States","No","Yes","Yes"
"3291","Turkey","No","Yes","Yes"
"3292","United States","No","Yes","Yes"
"3293","United States","No","Yes","Yes"
"3294","France","No","Yes","Yes"
"3295","France","Yes","Yes","Yes"
"3298","France","No","Yes","Yes"
"3299","Austria","No","Yes","Yes"
"3300","Slovenia","No","Yes","Yes"
"3301","United States","No","Yes","Yes"
"3302","Sweden","Yes","Yes","Yes"
"3303","Italy","No","Yes","Yes"
"3304","United States","No","Yes","Yes"
"3305","Poland","No","Yes","Yes"
"3306","Brazil","Yes","Yes","Yes"
"3308","Paraguay","No","Yes","Yes"
"3309","Canada","Yes","Yes","Yes"
"3310","France","No","Yes","Yes"
"3311","France","No","Yes","No"
"3312","Norway","No","Yes","Yes"
